Wildcard,File,XPATH
@@OLDAUEQSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//VolatilityState1
@@OLDAUEQMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//MeanReturnState2
@@OLDAUEQSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUEQP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUEQP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUEQMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//MeanReturnState1
@@NEWAUEQSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//VolatilityState1
@@NEWAUEQMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//MeanReturnState2
@@NEWAUEQSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Equities']//volatility_model_id|//Model[Name='Australian Equities']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUEQY0@@,OldCalibFile,
@@OLDAUEQYMU@@,OldCalibFile,
@@OLDAUEQYALPHA@@,OldCalibFile,
@@OLDAUEQYSIGMA@@,OldCalibFile,
@@NEWAUEQY0@@,NewCalibFile,
@@NEWAUEQYMU@@,NewCalibFile,
@@NEWAUEQYALPHA@@,NewCalibFile,
@@NEWAUEQYSIGMA@@,NewCalibFile,
@@OLDAUEQ1_5@@,OutputChartFile,OldAuEq[1|1]
@@OLDAUEQ1_25@@,OutputChartFile,OldAuEq[2|1]
@@OLDAUEQ1_50@@,OutputChartFile,OldAuEq[3|1]
@@OLDAUEQ1_75@@,OutputChartFile,OldAuEq[4|1]
@@OLDAUEQ1_95@@,OutputChartFile,OldAuEq[5|1]
@@OLDAUEQ1_MU@@,OutputChartFile,OldAuEq[6|1]
@@OLDAUEQ1_VOL@@,OutputChartFile,OldAuEq[7|1]
@@OLDAUEQ5_5@@,OutputChartFile,OldAuEq[1|5]
@@OLDAUEQ5_25@@,OutputChartFile,OldAuEq[2|5]
@@OLDAUEQ5_50@@,OutputChartFile,OldAuEq[3|5]
@@OLDAUEQ5_75@@,OutputChartFile,OldAuEq[4|5]
@@OLDAUEQ5_95@@,OutputChartFile,OldAuEq[5|5]
@@OLDAUEQ5_MU@@,OutputChartFile,OldAuEq[6|5]
@@OLDAUEQ5_VOL@@,OutputChartFile,OldAuEq[7|5]
@@OLDAUEQ10_5@@,OutputChartFile,OldAuEq[1|10]
@@OLDAUEQ10_25@@,OutputChartFile,OldAuEq[2|10]
@@OLDAUEQ10_50@@,OutputChartFile,OldAuEq[3|10]
@@OLDAUEQ10_75@@,OutputChartFile,OldAuEq[4|10]
@@OLDAUEQ10_95@@,OutputChartFile,OldAuEq[5|10]
@@OLDAUEQ10_MU@@,OutputChartFile,OldAuEq[6|10]
@@OLDAUEQ10_VOL@@,OutputChartFile,OldAuEq[7|10]
@@OLDAUEQ15_5@@,OutputChartFile,OldAuEq[1|15]
@@OLDAUEQ15_25@@,OutputChartFile,OldAuEq[2|15]
@@OLDAUEQ15_50@@,OutputChartFile,OldAuEq[3|15]
@@OLDAUEQ15_75@@,OutputChartFile,OldAuEq[4|15]
@@OLDAUEQ15_95@@,OutputChartFile,OldAuEq[5|15]
@@OLDAUEQ15_MU@@,OutputChartFile,OldAuEq[6|15]
@@OLDAUEQ15_VOL@@,OutputChartFile,OldAuEq[7|15]
@@OLDAUEQ25_5@@,OutputChartFile,OldAuEq[1|25]
@@OLDAUEQ25_25@@,OutputChartFile,OldAuEq[2|25]
@@OLDAUEQ25_50@@,OutputChartFile,OldAuEq[3|25]
@@OLDAUEQ25_75@@,OutputChartFile,OldAuEq[4|25]
@@OLDAUEQ25_95@@,OutputChartFile,OldAuEq[5|25]
@@OLDAUEQ25_MU@@,OutputChartFile,OldAuEq[6|25]
@@OLDAUEQ25_VOL@@,OutputChartFile,OldAuEq[7|25]
@@OLDAUEQ30_5@@,OutputChartFile,OldAuEq[1|30]
@@OLDAUEQ30_25@@,OutputChartFile,OldAuEq[2|30]
@@OLDAUEQ30_50@@,OutputChartFile,OldAuEq[3|30]
@@OLDAUEQ30_75@@,OutputChartFile,OldAuEq[4|30]
@@OLDAUEQ30_95@@,OutputChartFile,OldAuEq[5|30]
@@OLDAUEQ30_MU@@,OutputChartFile,OldAuEq[6|30]
@@OLDAUEQ30_VOL@@,OutputChartFile,OldAuEq[7|30]
@@NEWAUEQ1_5@@,OutputChartFile,NewAuEq[1|1]
@@NEWAUEQ1_25@@,OutputChartFile,NewAuEq[2|1]
@@NEWAUEQ1_50@@,OutputChartFile,NewAuEq[3|1]
@@NEWAUEQ1_75@@,OutputChartFile,NewAuEq[4|1]
@@NEWAUEQ1_95@@,OutputChartFile,NewAuEq[5|1]
@@NEWAUEQ1_MU@@,OutputChartFile,NewAuEq[6|1]
@@NEWAUEQ1_VOL@@,OutputChartFile,NewAuEq[7|1]
@@NEWAUEQ5_5@@,OutputChartFile,NewAuEq[1|5]
@@NEWAUEQ5_25@@,OutputChartFile,NewAuEq[2|5]
@@NEWAUEQ5_50@@,OutputChartFile,NewAuEq[3|5]
@@NEWAUEQ5_75@@,OutputChartFile,NewAuEq[4|5]
@@NEWAUEQ5_95@@,OutputChartFile,NewAuEq[5|5]
@@NEWAUEQ5_MU@@,OutputChartFile,NewAuEq[6|5]
@@NEWAUEQ5_VOL@@,OutputChartFile,NewAuEq[7|5]
@@NEWAUEQ10_5@@,OutputChartFile,NewAuEq[1|10]
@@NEWAUEQ10_25@@,OutputChartFile,NewAuEq[2|10]
@@NEWAUEQ10_50@@,OutputChartFile,NewAuEq[3|10]
@@NEWAUEQ10_75@@,OutputChartFile,NewAuEq[4|10]
@@NEWAUEQ10_95@@,OutputChartFile,NewAuEq[5|10]
@@NEWAUEQ10_MU@@,OutputChartFile,NewAuEq[6|10]
@@NEWAUEQ10_VOL@@,OutputChartFile,NewAuEq[7|10]
@@NEWAUEQ15_5@@,OutputChartFile,NewAuEq[1|15]
@@NEWAUEQ15_25@@,OutputChartFile,NewAuEq[2|15]
@@NEWAUEQ15_50@@,OutputChartFile,NewAuEq[3|15]
@@NEWAUEQ15_75@@,OutputChartFile,NewAuEq[4|15]
@@NEWAUEQ15_95@@,OutputChartFile,NewAuEq[5|15]
@@NEWAUEQ15_MU@@,OutputChartFile,NewAuEq[6|15]
@@NEWAUEQ15_VOL@@,OutputChartFile,NewAuEq[7|15]
@@NEWAUEQ25_5@@,OutputChartFile,NewAuEq[1|25]
@@NEWAUEQ25_25@@,OutputChartFile,NewAuEq[2|25]
@@NEWAUEQ25_50@@,OutputChartFile,NewAuEq[3|25]
@@NEWAUEQ25_75@@,OutputChartFile,NewAuEq[4|25]
@@NEWAUEQ25_95@@,OutputChartFile,NewAuEq[5|25]
@@NEWAUEQ25_MU@@,OutputChartFile,NewAuEq[6|25]
@@NEWAUEQ25_VOL@@,OutputChartFile,NewAuEq[7|25]
@@NEWAUEQ30_5@@,OutputChartFile,NewAuEq[1|30]
@@NEWAUEQ30_25@@,OutputChartFile,NewAuEq[2|30]
@@NEWAUEQ30_50@@,OutputChartFile,NewAuEq[3|30]
@@NEWAUEQ30_75@@,OutputChartFile,NewAuEq[4|30]
@@NEWAUEQ30_95@@,OutputChartFile,NewAuEq[5|30]
@@NEWAUEQ30_MU@@,OutputChartFile,NewAuEq[6|30]
@@NEWAUEQ30_VOL@@,OutputChartFile,NewAuEq[7|30]
@@OLDAUEQPERCENTILE@@,,
@@OLDAUEQHIST@@,,
@@NEWAUEQPERCENTILE@@,,
@@NEWAUEQHIST@@,,
@@OLDINTEQP12@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTEQP21@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTEQMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//MeanReturnState1
@@OLDINTEQSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//VolatilityState1
@@OLDINTEQMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//MeanReturnState2
@@OLDINTEQSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//ProbabilityState1State2
@@NEWINTEQP12@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTEQP21@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTEQMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//MeanReturnState1
@@NEWINTEQSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//VolatilityState1
@@NEWINTEQMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//MeanReturnState2
@@NEWINTEQSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesHedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesHedge']//VolatilityModelId]//ProbabilityState1State2
@@OLDINTEQY0@@,OldCalibFile,
@@OLDINTEQYMU@@,OldCalibFile,
@@OLDINTEQYALPHA@@,OldCalibFile,
@@OLDINTEQYSIGMA@@,OldCalibFile,
@@NEWINTEQY0@@,NewCalibFile,
@@NEWINTEQYMU@@,NewCalibFile,
@@NEWINTEQYALPHA@@,NewCalibFile,
@@NEWINTEQYSIGMA@@,NewCalibFile,
@@OLDINTEQ1_5@@,OutputChartFile,OldIntEq[1|1]
@@OLDINTEQ1_25@@,OutputChartFile,OldIntEq[2|1]
@@OLDINTEQ1_50@@,OutputChartFile,OldIntEq[3|1]
@@OLDINTEQ1_75@@,OutputChartFile,OldIntEq[4|1]
@@OLDINTEQ1_95@@,OutputChartFile,OldIntEq[5|1]
@@OLDINTEQ1_MU@@,OutputChartFile,OldIntEq[6|1]
@@OLDINTEQ1_VOL@@,OutputChartFile,OldIntEq[7|1]
@@OLDINTEQ5_5@@,OutputChartFile,OldIntEq[1|5]
@@OLDINTEQ5_25@@,OutputChartFile,OldIntEq[2|5]
@@OLDINTEQ5_50@@,OutputChartFile,OldIntEq[3|5]
@@OLDINTEQ5_75@@,OutputChartFile,OldIntEq[4|5]
@@OLDINTEQ5_95@@,OutputChartFile,OldIntEq[5|5]
@@OLDINTEQ5_MU@@,OutputChartFile,OldIntEq[6|5]
@@OLDINTEQ5_VOL@@,OutputChartFile,OldIntEq[7|5]
@@OLDINTEQ10_5@@,OutputChartFile,OldIntEq[1|10]
@@OLDINTEQ10_25@@,OutputChartFile,OldIntEq[2|10]
@@OLDINTEQ10_50@@,OutputChartFile,OldIntEq[3|10]
@@OLDINTEQ10_75@@,OutputChartFile,OldIntEq[4|10]
@@OLDINTEQ10_95@@,OutputChartFile,OldIntEq[5|10]
@@OLDINTEQ10_MU@@,OutputChartFile,OldIntEq[6|10]
@@OLDINTEQ10_VOL@@,OutputChartFile,OldIntEq[7|10]
@@OLDINTEQ15_5@@,OutputChartFile,OldIntEq[1|15]
@@OLDINTEQ15_25@@,OutputChartFile,OldIntEq[2|15]
@@OLDINTEQ15_50@@,OutputChartFile,OldIntEq[3|15]
@@OLDINTEQ15_75@@,OutputChartFile,OldIntEq[4|15]
@@OLDINTEQ15_95@@,OutputChartFile,OldIntEq[5|15]
@@OLDINTEQ15_MU@@,OutputChartFile,OldIntEq[6|15]
@@OLDINTEQ15_VOL@@,OutputChartFile,OldIntEq[7|15]
@@OLDINTEQ25_5@@,OutputChartFile,OldIntEq[1|25]
@@OLDINTEQ25_25@@,OutputChartFile,OldIntEq[2|25]
@@OLDINTEQ25_50@@,OutputChartFile,OldIntEq[3|25]
@@OLDINTEQ25_75@@,OutputChartFile,OldIntEq[4|25]
@@OLDINTEQ25_95@@,OutputChartFile,OldIntEq[5|25]
@@OLDINTEQ25_MU@@,OutputChartFile,OldIntEq[6|25]
@@OLDINTEQ25_VOL@@,OutputChartFile,OldIntEq[7|25]
@@OLDINTEQ30_5@@,OutputChartFile,OldIntEq[1|30]
@@OLDINTEQ30_25@@,OutputChartFile,OldIntEq[2|30]
@@OLDINTEQ30_50@@,OutputChartFile,OldIntEq[3|30]
@@OLDINTEQ30_75@@,OutputChartFile,OldIntEq[4|30]
@@OLDINTEQ30_95@@,OutputChartFile,OldIntEq[5|30]
@@OLDINTEQ30_MU@@,OutputChartFile,OldIntEq[6|30]
@@OLDINTEQ30_VOL@@,OutputChartFile,OldIntEq[7|30]
@@NEWINTEQ1_5@@,OutputChartFile,NewIntEq[1|1]
@@NEWINTEQ1_25@@,OutputChartFile,NewIntEq[2|1]
@@NEWINTEQ1_50@@,OutputChartFile,NewIntEq[3|1]
@@NEWINTEQ1_75@@,OutputChartFile,NewIntEq[4|1]
@@NEWINTEQ1_95@@,OutputChartFile,NewIntEq[5|1]
@@NEWINTEQ1_MU@@,OutputChartFile,NewIntEq[6|1]
@@NEWINTEQ1_VOL@@,OutputChartFile,NewIntEq[7|1]
@@NEWINTEQ5_5@@,OutputChartFile,NewIntEq[1|5]
@@NEWINTEQ5_25@@,OutputChartFile,NewIntEq[2|5]
@@NEWINTEQ5_50@@,OutputChartFile,NewIntEq[3|5]
@@NEWINTEQ5_75@@,OutputChartFile,NewIntEq[4|5]
@@NEWINTEQ5_95@@,OutputChartFile,NewIntEq[5|5]
@@NEWINTEQ5_MU@@,OutputChartFile,NewIntEq[6|5]
@@NEWINTEQ5_VOL@@,OutputChartFile,NewIntEq[7|5]
@@NEWINTEQ10_5@@,OutputChartFile,NewIntEq[1|10]
@@NEWINTEQ10_25@@,OutputChartFile,NewIntEq[2|10]
@@NEWINTEQ10_50@@,OutputChartFile,NewIntEq[3|10]
@@NEWINTEQ10_75@@,OutputChartFile,NewIntEq[4|10]
@@NEWINTEQ10_95@@,OutputChartFile,NewIntEq[5|10]
@@NEWINTEQ10_MU@@,OutputChartFile,NewIntEq[6|10]
@@NEWINTEQ10_VOL@@,OutputChartFile,NewIntEq[7|10]
@@NEWINTEQ15_5@@,OutputChartFile,NewIntEq[1|15]
@@NEWINTEQ15_25@@,OutputChartFile,NewIntEq[2|15]
@@NEWINTEQ15_50@@,OutputChartFile,NewIntEq[3|15]
@@NEWINTEQ15_75@@,OutputChartFile,NewIntEq[4|15]
@@NEWINTEQ15_95@@,OutputChartFile,NewIntEq[5|15]
@@NEWINTEQ15_MU@@,OutputChartFile,NewIntEq[6|15]
@@NEWINTEQ15_VOL@@,OutputChartFile,NewIntEq[7|15]
@@NEWINTEQ25_5@@,OutputChartFile,NewIntEq[1|25]
@@NEWINTEQ25_25@@,OutputChartFile,NewIntEq[2|25]
@@NEWINTEQ25_50@@,OutputChartFile,NewIntEq[3|25]
@@NEWINTEQ25_75@@,OutputChartFile,NewIntEq[4|25]
@@NEWINTEQ25_95@@,OutputChartFile,NewIntEq[5|25]
@@NEWINTEQ25_MU@@,OutputChartFile,NewIntEq[6|25]
@@NEWINTEQ25_VOL@@,OutputChartFile,NewIntEq[7|25]
@@NEWINTEQ30_5@@,OutputChartFile,NewIntEq[1|30]
@@NEWINTEQ30_25@@,OutputChartFile,NewIntEq[2|30]
@@NEWINTEQ30_50@@,OutputChartFile,NewIntEq[3|30]
@@NEWINTEQ30_75@@,OutputChartFile,NewIntEq[4|30]
@@NEWINTEQ30_95@@,OutputChartFile,NewIntEq[5|30]
@@NEWINTEQ30_MU@@,OutputChartFile,NewIntEq[6|30]
@@NEWINTEQ30_VOL@@,OutputChartFile,NewIntEq[7|30]
@@OLDINTEQPERCENTILE@@,,
@@OLDINTEQUNHIST@@,,
@@NEWINTEQPERCENTILE@@,,
@@NEWINTEQUNHIST@@,,
@@OLDINTEQUNHP12@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTEQUNHP21@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTEQUNHMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//MeanReturnState1
@@OLDINTEQUNHSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//VolatilityState1
@@OLDINTEQUNHMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//MeanReturnState2
@@OLDINTEQUNHSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//ProbabilityState1State2
@@NEWINTEQUNHP12@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTEQUNHP21@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTEQUNHMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//MeanReturnState1
@@NEWINTEQUNHSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//VolatilityState1
@@NEWINTEQUNHMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//MeanReturnState2
@@NEWINTEQUNHSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Large Cap EquitiesUnhedge']//volatility_model_id|//Model[Name='International Large Cap EquitiesUnhedge']//VolatilityModelId]//ProbabilityState1State2
@@OLDINTEQUNHY0@@,OldCalibFile,
@@OLDINTEQUNHYMU@@,OldCalibFile,
@@OLDINTEQUNHYALPHA@@,OldCalibFile,
@@OLDINTEQUNHYSIGMA@@,OldCalibFile,
@@NEWINTEQUNHY0@@,NewCalibFile,
@@NEWINTEQUNHYMU@@,NewCalibFile,
@@NEWINTEQUNHYALPHA@@,NewCalibFile,
@@NEWINTEQUNHYSIGMA@@,NewCalibFile,
@@OLDINTEQUNH1_5@@,OutputChartFile,OldIntEqUnH[1|1]
@@OLDINTEQUNH1_25@@,OutputChartFile,OldIntEqUnH[2|1]
@@OLDINTEQUNH1_50@@,OutputChartFile,OldIntEqUnH[3|1]
@@OLDINTEQUNH1_75@@,OutputChartFile,OldIntEqUnH[4|1]
@@OLDINTEQUNH1_95@@,OutputChartFile,OldIntEqUnH[5|1]
@@OLDINTEQUNH1_MU@@,OutputChartFile,OldIntEqUnH[6|1]
@@OLDINTEQUNH1_VOL@@,OutputChartFile,OldIntEqUnH[7|1]
@@OLDINTEQUNH5_5@@,OutputChartFile,OldIntEqUnH[1|5]
@@OLDINTEQUNH5_25@@,OutputChartFile,OldIntEqUnH[2|5]
@@OLDINTEQUNH5_50@@,OutputChartFile,OldIntEqUnH[3|5]
@@OLDINTEQUNH5_75@@,OutputChartFile,OldIntEqUnH[4|5]
@@OLDINTEQUNH5_95@@,OutputChartFile,OldIntEqUnH[5|5]
@@OLDINTEQUNH5_MU@@,OutputChartFile,OldIntEqUnH[6|5]
@@OLDINTEQUNH5_VOL@@,OutputChartFile,OldIntEqUnH[7|5]
@@OLDINTEQUNH10_5@@,OutputChartFile,OldIntEqUnH[1|10]
@@OLDINTEQUNH10_25@@,OutputChartFile,OldIntEqUnH[2|10]
@@OLDINTEQUNH10_50@@,OutputChartFile,OldIntEqUnH[3|10]
@@OLDINTEQUNH10_75@@,OutputChartFile,OldIntEqUnH[4|10]
@@OLDINTEQUNH10_95@@,OutputChartFile,OldIntEqUnH[5|10]
@@OLDINTEQUNH10_MU@@,OutputChartFile,OldIntEqUnH[6|10]
@@OLDINTEQUNH10_VOL@@,OutputChartFile,OldIntEqUnH[7|10]
@@OLDINTEQUNH15_5@@,OutputChartFile,OldIntEqUnH[1|15]
@@OLDINTEQUNH15_25@@,OutputChartFile,OldIntEqUnH[2|15]
@@OLDINTEQUNH15_50@@,OutputChartFile,OldIntEqUnH[3|15]
@@OLDINTEQUNH15_75@@,OutputChartFile,OldIntEqUnH[4|15]
