Wildcard,File,XPATH
@@OLDAUFICP21@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUFICMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//MeanReturnState1
@@OLDAUFICSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//VolatilityState1
@@OLDAUFICMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//MeanReturnState2
@@OLDAUFICSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUFICP12@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUFICP21@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUFICMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//MeanReturnState1
@@NEWAUFICSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//VolatilityState1
@@NEWAUFICMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//MeanReturnState2
@@NEWAUFICSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='AustralianCorporateBonds']//volatility_model_id|//Model[Name='AustralianCorporateBonds']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUFICY0@@,OldCalibFile,
@@OLDAUFICYMU@@,OldCalibFile,
@@OLDAUFICYALPHA@@,OldCalibFile,
@@OLDAUFICYSIGMA@@,OldCalibFile,
@@NEWAUFICY0@@,NewCalibFile,
@@NEWAUFICYMU@@,NewCalibFile,
@@NEWAUFICYALPHA@@,NewCalibFile,
@@NEWAUFICYSIGMA@@,NewCalibFile,
@@OLDAUFIC1_5@@,OutputChartFile,OldAuFICorp[1|1]
@@OLDAUFIC1_25@@,OutputChartFile,OldAuFICorp[2|1]
@@OLDAUFIC1_50@@,OutputChartFile,OldAuFICorp[3|1]
@@OLDAUFIC1_75@@,OutputChartFile,OldAuFICorp[4|1]
@@OLDAUFIC1_95@@,OutputChartFile,OldAuFICorp[5|1]
@@OLDAUFIC1_MU@@,OutputChartFile,OldAuFICorp[6|1]
@@OLDAUFIC1_VOL@@,OutputChartFile,OldAuFICorp[7|1]
@@OLDAUFIC5_5@@,OutputChartFile,OldAuFICorp[1|5]
@@OLDAUFIC5_25@@,OutputChartFile,OldAuFICorp[2|5]
@@OLDAUFIC5_50@@,OutputChartFile,OldAuFICorp[3|5]
@@OLDAUFIC5_75@@,OutputChartFile,OldAuFICorp[4|5]
@@OLDAUFIC5_95@@,OutputChartFile,OldAuFICorp[5|5]
@@OLDAUFIC5_MU@@,OutputChartFile,OldAuFICorp[6|5]
@@OLDAUFIC5_VOL@@,OutputChartFile,OldAuFICorp[7|5]
@@OLDAUFIC10_5@@,OutputChartFile,OldAuFICorp[1|10]
@@OLDAUFIC10_25@@,OutputChartFile,OldAuFICorp[2|10]
@@OLDAUFIC10_50@@,OutputChartFile,OldAuFICorp[3|10]
@@OLDAUFIC10_75@@,OutputChartFile,OldAuFICorp[4|10]
@@OLDAUFIC10_95@@,OutputChartFile,OldAuFICorp[5|10]
@@OLDAUFIC10_MU@@,OutputChartFile,OldAuFICorp[6|10]
@@OLDAUFIC10_VOL@@,OutputChartFile,OldAuFICorp[7|10]
@@OLDAUFIC15_5@@,OutputChartFile,OldAuFICorp[1|15]
@@OLDAUFIC15_25@@,OutputChartFile,OldAuFICorp[2|15]
@@OLDAUFIC15_50@@,OutputChartFile,OldAuFICorp[3|15]
@@OLDAUFIC15_75@@,OutputChartFile,OldAuFICorp[4|15]
@@OLDAUFIC15_95@@,OutputChartFile,OldAuFICorp[5|15]
@@OLDAUFIC15_MU@@,OutputChartFile,OldAuFICorp[6|15]
@@OLDAUFIC15_VOL@@,OutputChartFile,OldAuFICorp[7|15]
@@OLDAUFIC25_5@@,OutputChartFile,OldAuFICorp[1|25]
@@OLDAUFIC25_25@@,OutputChartFile,OldAuFICorp[2|25]
@@OLDAUFIC25_50@@,OutputChartFile,OldAuFICorp[3|25]
@@OLDAUFIC25_75@@,OutputChartFile,OldAuFICorp[4|25]
@@OLDAUFIC25_95@@,OutputChartFile,OldAuFICorp[5|25]
@@OLDAUFIC25_MU@@,OutputChartFile,OldAuFICorp[6|25]
@@OLDAUFIC25_VOL@@,OutputChartFile,OldAuFICorp[7|25]
@@OLDAUFIC30_5@@,OutputChartFile,OldAuFICorp[1|30]
@@OLDAUFIC30_25@@,OutputChartFile,OldAuFICorp[2|30]
@@OLDAUFIC30_50@@,OutputChartFile,OldAuFICorp[3|30]
@@OLDAUFIC30_75@@,OutputChartFile,OldAuFICorp[4|30]
@@OLDAUFIC30_95@@,OutputChartFile,OldAuFICorp[5|30]
@@OLDAUFIC30_MU@@,OutputChartFile,OldAuFICorp[6|30]
@@OLDAUFIC30_VOL@@,OutputChartFile,OldAuFICorp[7|30]
@@NEWAUFIC1_5@@,OutputChartFile,NewAuFICorp[1|1]
@@NEWAUFIC1_25@@,OutputChartFile,NewAuFICorp[2|1]
@@NEWAUFIC1_50@@,OutputChartFile,NewAuFICorp[3|1]
@@NEWAUFIC1_75@@,OutputChartFile,NewAuFICorp[4|1]
@@NEWAUFIC1_95@@,OutputChartFile,NewAuFICorp[5|1]
@@NEWAUFIC1_MU@@,OutputChartFile,NewAuFICorp[6|1]
@@NEWAUFIC1_VOL@@,OutputChartFile,NewAuFICorp[7|1]
@@NEWAUFIC5_5@@,OutputChartFile,NewAuFICorp[1|5]
@@NEWAUFIC5_25@@,OutputChartFile,NewAuFICorp[2|5]
@@NEWAUFIC5_50@@,OutputChartFile,NewAuFICorp[3|5]
@@NEWAUFIC5_75@@,OutputChartFile,NewAuFICorp[4|5]
@@NEWAUFIC5_95@@,OutputChartFile,NewAuFICorp[5|5]
@@NEWAUFIC5_MU@@,OutputChartFile,NewAuFICorp[6|5]
@@NEWAUFIC5_VOL@@,OutputChartFile,NewAuFICorp[7|5]
@@NEWAUFIC10_5@@,OutputChartFile,NewAuFICorp[1|10]
@@NEWAUFIC10_25@@,OutputChartFile,NewAuFICorp[2|10]
@@NEWAUFIC10_50@@,OutputChartFile,NewAuFICorp[3|10]
@@NEWAUFIC10_75@@,OutputChartFile,NewAuFICorp[4|10]
@@NEWAUFIC10_95@@,OutputChartFile,NewAuFICorp[5|10]
@@NEWAUFIC10_MU@@,OutputChartFile,NewAuFICorp[6|10]
@@NEWAUFIC10_VOL@@,OutputChartFile,NewAuFICorp[7|10]
@@NEWAUFIC15_5@@,OutputChartFile,NewAuFICorp[1|15]
@@NEWAUFIC15_25@@,OutputChartFile,NewAuFICorp[2|15]
@@NEWAUFIC15_50@@,OutputChartFile,NewAuFICorp[3|15]
@@NEWAUFIC15_75@@,OutputChartFile,NewAuFICorp[4|15]
@@NEWAUFIC15_95@@,OutputChartFile,NewAuFICorp[5|15]
@@NEWAUFIC15_MU@@,OutputChartFile,NewAuFICorp[6|15]
@@NEWAUFIC15_VOL@@,OutputChartFile,NewAuFICorp[7|15]
@@NEWAUFIC25_5@@,OutputChartFile,NewAuFICorp[1|25]
@@NEWAUFIC25_25@@,OutputChartFile,NewAuFICorp[2|25]
@@NEWAUFIC25_50@@,OutputChartFile,NewAuFICorp[3|25]
@@NEWAUFIC25_75@@,OutputChartFile,NewAuFICorp[4|25]
@@NEWAUFIC25_95@@,OutputChartFile,NewAuFICorp[5|25]
@@NEWAUFIC25_MU@@,OutputChartFile,NewAuFICorp[6|25]
@@NEWAUFIC25_VOL@@,OutputChartFile,NewAuFICorp[7|25]
@@NEWAUFIC30_5@@,OutputChartFile,NewAuFICorp[1|30]
@@NEWAUFIC30_25@@,OutputChartFile,NewAuFICorp[2|30]
@@NEWAUFIC30_50@@,OutputChartFile,NewAuFICorp[3|30]
@@NEWAUFIC30_75@@,OutputChartFile,NewAuFICorp[4|30]
@@NEWAUFIC30_95@@,OutputChartFile,NewAuFICorp[5|30]
@@NEWAUFIC30_MU@@,OutputChartFile,NewAuFICorp[6|30]
@@NEWAUFIC30_VOL@@,OutputChartFile,NewAuFICorp[7|30]
@@OLDAUFICPERCENTILE@@,,
@@OLDAUFICHIST@@,,
@@NEWAUFICPERCENTILE@@,,
@@NEWAUFICHIST@@,,
@@OLDINTFIP12@@,OldCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTFIP21@@,OldCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@OLDINTFIMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState1
@@OLDINTFISIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//VolatilityState1
@@OLDINTFIMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState2
@@OLDINTFISIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState1State2
@@NEWINTFIP12@@,NewCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTFIP21@@,NewCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState2State1
@@NEWINTFIMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState1
@@NEWINTFISIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//VolatilityState1
@@NEWINTFIMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//MeanReturnState2
@@NEWINTFISIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='International Fixed Interest Government Bonds']//volatility_model_id|//Model[Name='International Fixed Interest Government Bonds']//VolatilityModelId]//ProbabilityState1State2
@@OLDINTFIY0@@,OldCalibFile,
@@OLDINTFIYMU@@,OldCalibFile,
@@OLDINTFIYALPHA@@,OldCalibFile,
@@OLDINTFIYSIGMA@@,OldCalibFile,
@@NEWINTFIY0@@,NewCalibFile,
@@NEWINTFIYMU@@,NewCalibFile,
@@NEWINTFIYALPHA@@,NewCalibFile,
@@NEWINTFIYSIGMA@@,NewCalibFile,
@@OLDINTFI1_5@@,OutputChartFile,OldIntFIGovt[1|1]
@@OLDINTFI1_25@@,OutputChartFile,OldIntFIGovt[2|1]
@@OLDINTFI1_50@@,OutputChartFile,OldIntFIGovt[3|1]
@@OLDINTFI1_75@@,OutputChartFile,OldIntFIGovt[4|1]
@@OLDINTFI1_95@@,OutputChartFile,OldIntFIGovt[5|1]
@@OLDINTFI1_MU@@,OutputChartFile,OldIntFIGovt[6|1]
@@OLDINTFI1_VOL@@,OutputChartFile,OldIntFIGovt[7|1]
@@OLDINTFI5_5@@,OutputChartFile,OldIntFIGovt[1|5]
@@OLDINTFI5_25@@,OutputChartFile,OldIntFIGovt[2|5]
@@OLDINTFI5_50@@,OutputChartFile,OldIntFIGovt[3|5]
@@OLDINTFI5_75@@,OutputChartFile,OldIntFIGovt[4|5]
@@OLDINTFI5_95@@,OutputChartFile,OldIntFIGovt[5|5]
@@OLDINTFI5_MU@@,OutputChartFile,OldIntFIGovt[6|5]
@@OLDINTFI5_VOL@@,OutputChartFile,OldIntFIGovt[7|5]
@@OLDINTFI10_5@@,OutputChartFile,OldIntFIGovt[1|10]
@@OLDINTFI10_25@@,OutputChartFile,OldIntFIGovt[2|10]
@@OLDINTFI10_50@@,OutputChartFile,OldIntFIGovt[3|10]
@@OLDINTFI10_75@@,OutputChartFile,OldIntFIGovt[4|10]
@@OLDINTFI10_95@@,OutputChartFile,OldIntFIGovt[5|10]
@@OLDINTFI10_MU@@,OutputChartFile,OldIntFIGovt[6|10]
@@OLDINTFI10_VOL@@,OutputChartFile,OldIntFIGovt[7|10]
@@OLDINTFI15_5@@,OutputChartFile,OldIntFIGovt[1|15]
@@OLDINTFI15_25@@,OutputChartFile,OldIntFIGovt[2|15]
@@OLDINTFI15_50@@,OutputChartFile,OldIntFIGovt[3|15]
@@OLDINTFI15_75@@,OutputChartFile,OldIntFIGovt[4|15]
@@OLDINTFI15_95@@,OutputChartFile,OldIntFIGovt[5|15]
@@OLDINTFI15_MU@@,OutputChartFile,OldIntFIGovt[6|15]
@@OLDINTFI15_VOL@@,OutputChartFile,OldIntFIGovt[7|15]
@@OLDINTFI25_5@@,OutputChartFile,OldIntFIGovt[1|25]
@@OLDINTFI25_25@@,OutputChartFile,OldIntFIGovt[2|25]
@@OLDINTFI25_50@@,OutputChartFile,OldIntFIGovt[3|25]
@@OLDINTFI25_75@@,OutputChartFile,OldIntFIGovt[4|25]
@@OLDINTFI25_95@@,OutputChartFile,OldIntFIGovt[5|25]
@@OLDINTFI25_MU@@,OutputChartFile,OldIntFIGovt[6|25]
@@OLDINTFI25_VOL@@,OutputChartFile,OldIntFIGovt[7|25]
@@OLDINTFI30_5@@,OutputChartFile,OldIntFIGovt[1|30]
@@OLDINTFI30_25@@,OutputChartFile,OldIntFIGovt[2|30]
@@OLDINTFI30_50@@,OutputChartFile,OldIntFIGovt[3|30]
@@OLDINTFI30_75@@,OutputChartFile,OldIntFIGovt[4|30]
@@OLDINTFI30_95@@,OutputChartFile,OldIntFIGovt[5|30]
@@OLDINTFI30_MU@@,OutputChartFile,OldIntFIGovt[6|30]
@@OLDINTFI30_VOL@@,OutputChartFile,OldIntFIGovt[7|30]
@@NEWINTFI1_5@@,OutputChartFile,NewIntFIGovt[1|1]
@@NEWINTFI1_25@@,OutputChartFile,NewIntFIGovt[2|1]
@@NEWINTFI1_50@@,OutputChartFile,NewIntFIGovt[3|1]
@@NEWINTFI1_75@@,OutputChartFile,NewIntFIGovt[4|1]
@@NEWINTFI1_95@@,OutputChartFile,NewIntFIGovt[5|1]
@@NEWINTFI1_MU@@,OutputChartFile,NewIntFIGovt[6|1]
@@NEWINTFI1_VOL@@,OutputChartFile,NewIntFIGovt[7|1]
@@NEWINTFI5_5@@,OutputChartFile,NewIntFIGovt[1|5]
@@NEWINTFI5_25@@,OutputChartFile,NewIntFIGovt[2|5]
@@NEWINTFI5_50@@,OutputChartFile,NewIntFIGovt[3|5]
@@NEWINTFI5_75@@,OutputChartFile,NewIntFIGovt[4|5]
@@NEWINTFI5_95@@,OutputChartFile,NewIntFIGovt[5|5]
@@NEWINTFI5_MU@@,OutputChartFile,NewIntFIGovt[6|5]
@@NEWINTFI5_VOL@@,OutputChartFile,NewIntFIGovt[7|5]
@@NEWINTFI10_5@@,OutputChartFile,NewIntFIGovt[1|10]
@@NEWINTFI10_25@@,OutputChartFile,NewIntFIGovt[2|10]
@@NEWINTFI10_50@@,OutputChartFile,NewIntFIGovt[3|10]
@@NEWINTFI10_75@@,OutputChartFile,NewIntFIGovt[4|10]
@@NEWINTFI10_95@@,OutputChartFile,NewIntFIGovt[5|10]
@@NEWINTFI10_MU@@,OutputChartFile,NewIntFIGovt[6|10]
@@NEWINTFI10_VOL@@,OutputChartFile,NewIntFIGovt[7|10]
@@NEWINTFI15_5@@,OutputChartFile,NewIntFIGovt[1|15]
@@NEWINTFI15_25@@,OutputChartFile,NewIntFIGovt[2|15]
@@NEWINTFI15_50@@,OutputChartFile,NewIntFIGovt[3|15]
@@NEWINTFI15_75@@,OutputChartFile,NewIntFIGovt[4|15]
@@NEWINTFI15_95@@,OutputChartFile,NewIntFIGovt[5|15]
@@NEWINTFI15_MU@@,OutputChartFile,NewIntFIGovt[6|15]
@@NEWINTFI15_VOL@@,OutputChartFile,NewIntFIGovt[7|15]
@@NEWINTFI25_5@@,OutputChartFile,NewIntFIGovt[1|25]
@@NEWINTFI25_25@@,OutputChartFile,NewIntFIGovt[2|25]
@@NEWINTFI25_50@@,OutputChartFile,NewIntFIGovt[3|25]
@@NEWINTFI25_75@@,OutputChartFile,NewIntFIGovt[4|25]
@@NEWINTFI25_95@@,OutputChartFile,NewIntFIGovt[5|25]
@@NEWINTFI25_MU@@,OutputChartFile,NewIntFIGovt[6|25]
@@NEWINTFI25_VOL@@,OutputChartFile,NewIntFIGovt[7|25]
@@NEWINTFI30_5@@,OutputChartFile,NewIntFIGovt[1|30]
@@NEWINTFI30_25@@,OutputChartFile,NewIntFIGovt[2|30]
@@NEWINTFI30_50@@,OutputChartFile,NewIntFIGovt[3|30]
@@NEWINTFI30_75@@,OutputChartFile,NewIntFIGovt[4|30]
@@NEWINTFI30_95@@,OutputChartFile,NewIntFIGovt[5|30]
@@NEWINTFI30_MU@@,OutputChartFile,NewIntFIGovt[6|30]
@@NEWINTFI30_VOL@@,OutputChartFile,NewIntFIGovt[7|30]
@@OLDINTFIPERCENTILE@@,,
@@OLDINTFIHIST@@,,
@@NEWINTFIPERCENTILE@@,,
@@NEWINTFIHIST@@,,
@@OLDAUPP12@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUPP21@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//ProbabilityState2State1
@@OLDAUPMU1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//MeanReturnState1
@@OLDAUPSIGMA1@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//VolatilityState1
@@OLDAUPMU2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//MeanReturnState2
@@OLDAUPSIGMA2@@,OldCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//ProbabilityState1State2
@@NEWAUPP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUPP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUPMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//MeanReturnState1
@@NEWAUPSIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//VolatilityState1
@@NEWAUPMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//MeanReturnState2
@@NEWAUPSIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Listed Property']//volatility_model_id|//Model[Name='Australian Listed Property']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUPY0@@,OldCalibFile,
@@OLDAUPYMU@@,OldCalibFile,
@@OLDAUPYALPHA@@,OldCalibFile,
@@OLDAUPYSIGMA@@,OldCalibFile,
@@NEWAUPY0@@,NewCalibFile,
@@NEWAUPYMU@@,NewCalibFile,
@@NEWAUPYALPHA@@,NewCalibFile,
@@NEWAUPYSIGMA@@,NewCalibFile,
@@OLDAUP1_5@@,OutputChartFile,OldAuLProp[1|1]
@@OLDAUP1_25@@,OutputChartFile,OldAuLProp[2|1]
@@OLDAUP1_50@@,OutputChartFile,OldAuLProp[3|1]
@@OLDAUP1_75@@,OutputChartFile,OldAuLProp[4|1]
@@OLDAUP1_95@@,OutputChartFile,OldAuLProp[5|1]
@@OLDAUP1_MU@@,OutputChartFile,OldAuLProp[6|1]
@@OLDAUP1_VOL@@,OutputChartFile,OldAuLProp[7|1]
@@OLDAUP5_5@@,OutputChartFile,OldAuLProp[1|5]
@@OLDAUP5_25@@,OutputChartFile,OldAuLProp[2|5]
@@OLDAUP5_50@@,OutputChartFile,OldAuLProp[3|5]
@@OLDAUP5_75@@,OutputChartFile,OldAuLProp[4|5]
@@OLDAUP5_95@@,OutputChartFile,OldAuLProp[5|5]
@@OLDAUP5_MU@@,OutputChartFile,OldAuLProp[6|5]
@@OLDAUP5_VOL@@,OutputChartFile,OldAuLProp[7|5]
@@OLDAUP10_5@@,OutputChartFile,OldAuLProp[1|10]
@@OLDAUP10_25@@,OutputChartFile,OldAuLProp[2|10]
@@OLDAUP10_50@@,OutputChartFile,OldAuLProp[3|10]
@@OLDAUP10_75@@,OutputChartFile,OldAuLProp[4|10]
